full_name,email_address,age,gender,phone_number,location,country,date_joined,lead_source,utm_campaign,utm_medium,notes,is_subscribed
  Prisha Bedi  ,prisha75@hotmail.com,53,F,07614378844, Berhampore ,India,2024-06-07,webinar_signup,,social,VIP,True
  Laszlo Austermühle  ,laszlo_austermühle@gmail.com,38,M,+49(0) 317393638, Günzburg ,Germany,2023-01-19,webinar_signup,,organic,,True
  Charan Randhawa  ,charan10@outlook.com,42,M,6187564672,Muzaffarpur,India,2023-02-16,facebook_lead,,,do not contact,True
  Shannon Gilmore  ,shannon.g@outlook.com,37,M,001-625-212-9578x6069, Smithbury ,USA,2023-11-16,webinar_signup,camp_270,email,,True
  Marcus Hernandez  ,marcus.hernandez@outlook.com,38,F,495.587.3959, East Kyle ,USA,2024-03-23,google_form,camp_628,,,True
  Netra Bhavsar  ,netrabhavsar@yahoo.com,38,F,,Fatehpur,India,2023-06-20,partner_import,camp_882,,,False
  Ojas Choudhary  ,ojas.choudhary@hotmail.com,40,F,+918450786043, Bulandshahr ,India,2022-12-10,partner_import,camp_447,,,False
  Priya Bandi  ,priya_bandi@outlook.com,43,F,00337469833, Tenali ,India,2023-09-11,google_form,camp_517,email,,True
  Vasudha Sarraf  ,vasudha.sarraf@email.com,36,F,, Fatehpur ,India,2024-09-25,partner_import,camp_169,organic,,True
,craig.ferguson@hotmail.com,22,F,5286515533,South Vickie,USA,2023-11-07,google_form,camp_838,organic,do not contact,True
  Jesse Gillespie  ,jesse.gillespie@gmail.com,18,M,001-850-527-1607x36077,Port Oscar,USA,2022-08-19,facebook_lead,,social,follow up,True
  Rainer Mohaupt  ,rainer76@email.com,31,M,05445 87717,Forchheim,Germany,2022-03-19,webinar_signup,camp_107,organic,do not contact,True
  Samuel Barker  ,samuelbarker@email.com,18,F,, Lake Norman ,UK,2022-06-03,google_form,camp_558,organic,,False
  Avni Bumb  ,avnibumb@hotmail.com,34,F,, Munger ,India,2023-12-12,partner_import,,social,,False
,lisa34@hotmail.com,39,F,(789)781-2317, Leeland ,USA,2023-10-20,google_form,camp_966,,,False
  Lauren Ward  ,lauren_ward@outlook.com,,F,681-370-0666x155,Bautistaport,USA,2024-01-27,google_form,camp_724,,follow up,False
  Urishilla Jha  ,urishilla.jha@hotmail.com,28,M,6342898760, North Dumdum ,India,2023-03-09,email_capture,,email,do not contact,True
  Stacy Sanders  ,stacy.sanders@email.com,,F,386-566-1889x2414, New Mark ,Singapore,2024-03-25,google_form,,cpc,,True
  Anthony Mittal  ,anthonymittal@yahoo.com,18,M,2217048618, Mango ,India,2023-04-09,facebook_lead,,social,do not contact,False
  Robin Wood  ,,32,M,+61-2-9320-4899,Phillipsborough,Australia,2024-04-26,email_capture,,social,,True
  Jerome Haynes  ,jerome_haynes@outlook.com,45,M,, Farmerton ,USA,2022-08-31,webinar_signup,,organic,VIP,True
  Mark James  ,mark.j@hotmail.com,48,M,0885477725, West Jennifer ,Australia,2023-07-10,partner_import,camp_320,cpc,,True
  Pawel Johann  ,pawel16@hotmail.com,39,F,0093204899, Hamburg ,Germany,2022-12-19,email_capture,,email,VIP,True
  Gerhard Gunpf  ,gerhard_gunpf@yahoo.com,43,M,03693785477,Eichstätt,Germany,2022-12-01,webinar_signup,camp_509,,do not contact,True
  Ayushman Ray  ,,32,F,03201629073, Danapur ,India,2023-12-07,webinar_signup,camp_188,social,,True
  Lindsay Nelson  ,lindsay.nelson@yahoo.com,33,F,349.177.8507, Ericville ,Canada,2022-06-30,facebook_lead,,social,,True
  Faris Yadav  ,faris_yadav@gmail.com,28,M,+917182653371, Chennai ,India,2023-08-10,partner_import,,cpc,,False
  Pallavi Morar  ,pallavi.morar@yahoo.com,35,M,, Chandigarh ,India,2022-03-04,partner_import,,social,,False
  Georgia Coleman  ,georgia60@email.com,58,F,, Barnesfurt ,UK,2022-04-13,webinar_signup,,email,VIP,True
  Wazir Narain  ,wazir.narain@gmail.com,,M,, Khora  ,India,2022-06-12,email_capture,,email,follow up,True
  Patricia Craig  ,patricia.craig@yahoo.com,26,M,738.000.3075, East Sarah ,Canada,2022-06-23,partner_import,camp_449,social,,True
  Caitlyn Clark  ,caitlynclark@outlook.com,41,M,001-345-496-2622x8225,South Jamesfurt,USA,2023-10-27,facebook_lead,camp_769,,follow up,False
  Praneel Bhatt  ,praneelbhatt@email.com,29,Other,, Ahmednagar ,India,2024-07-22,facebook_lead,,organic,VIP,True
  Yauvani Mall  ,yauvani.mall@outlook.com,36,M,3021781678, Kharagpur ,India,2022-07-24,webinar_signup,,social,,True
  Krisha Madan  ,krisha51@hotmail.com,52,F,3158901649, Sasaram ,India,2024-09-28,email_capture,camp_490,organic,,True
  Girik Narasimhan  ,girik43@email.com,,F,+913701709264,Amroha,India,2023-05-21,google_form,camp_597,cpc,,False
  Meredith Tran  ,meredith88@yahoo.com,30,M,, East Jeffreyhaven ,Canada,2022-12-30,email_capture,,email,,True
  Janna Kitzmann  ,,37,M,+49 (0) 2872 808010, Lübben ,Germany,2023-08-17,email_capture,camp_591,social,follow up,False
  Chanakya Jani  ,chanakyajani@hotmail.com,27,M,+918808172628, Ghaziabad ,India,2024-04-28,facebook_lead,camp_293,organic,VIP,True
  Oeshi Ghosh  ,oeshi.ghosh@hotmail.com,47,M,4485007288, Buxar ,India,2022-08-24,email_capture,,organic,do not contact,True
  Colleen Stout  ,colleen_stout@hotmail.com,37,F,,North Alexis,USA,2023-03-14,google_form,,email,do not contact,False
  Harriet Gallagher  ,harriet38@outlook.com,36,M,+4428 9018660, South Jenna ,UK,2024-10-07,webinar_signup,camp_737,cpc,,True
  Qarin Sibal  ,qarin6@gmail.com,,Other,4116806919, Bhubaneswar ,India,2022-09-10,webinar_signup,,email,follow up,True
  Onveer Sodhi  ,onveer.s@email.com,40,,06208082039, Sirsa ,India,2022-06-25,google_form,camp_867,email,,True
  Tracy Stark  ,not-valid-email,37,F,0408-010-062, East Jasmine ,Australia,2022-01-29,partner_import,camp_353,cpc,,False
  Dakshesh Gill  ,daksheshgill@outlook.com,27,M,03444359624, Nagaon ,India,2024-09-17,partner_import,camp_102,email,do not contact,False
  Vedhika Ahuja  ,vedhika.a@yahoo.com,40,M,+912042425369, Bhimavaram ,India,2023-02-11,facebook_lead,,organic,do not contact,False
  Phyllis Davis  ,phyllisdavis@yahoo.com,27,M,, Harrisonview ,USA,2023-06-09,facebook_lead,camp_367,,,True
  David Douglas  ,daviddouglas@email.com,,M,(591)377-9323x822, Lake Richardville ,USA,2023-05-29,google_form,camp_722,email,,False
,gautam.dugal@gmail.com,31,F,+917530284976,Kulti,India,2025-12-31,webinar_signup,,email,VIP,True
  Krisha Sen  ,krisha.sen@yahoo.com,,F,+912436524055, Khandwa ,India,2024-04-25,google_form,camp_746,organic,,True
  Aadhya Thaker  ,,,Other,+918754036488, Kochi ,India,2023-07-14,google_form,camp_803,social,,False
  Indira Seth  ,indira_seth@yahoo.com,,F,03854662323, Agra ,India,2024-05-16,facebook_lead,camp_252,email,,False
  Lakshmi Rau  ,lakshmirau@hotmail.com,43,F,09986491259, Tezpur ,India,2024-01-13,webinar_signup,camp_721,cpc,,True
  Freddy Schuchhardt  ,,27,M,+49(0) 120387509, Steinfurt ,Germany,2022-04-24,webinar_signup,camp_786,organic,,True
  John King  ,john.king@email.com,42,M,001-445-279-8894x2565,Welchborough,USA,2023-01-11,facebook_lead,camp_701,social,,False
  Vedhika Ghosh  ,vedhika14@yahoo.com,43,F,+910429862269, Hyderabad ,India,2024-03-19,webinar_signup,camp_224,organic,,False
  Brenda Hines  ,,37,Other,+1-214-663-0316x1799,North Alexander,Singapore,2022-05-11,google_form,camp_219,email,follow up,True
  Leena Saha  ,leenasaha@yahoo.com,30,M,, Giridih ,India,2022-08-30,partner_import,camp_747,email,,True
  Tiffany Smith  ,tiffany39@gmail.com,32,,+1-803-926-5097x7539,South Christine,USA,2022-08-10,facebook_lead,camp_562,,VIP,True
  Yug Kale  ,yugkale@email.com,35,F,08768877792, Raebareli ,India,2024-05-01,google_form,camp_116,,,True
  Advik Mitra  ,advik_mitra@hotmail.com,27,F,, Kollam ,India,2024-08-01,webinar_signup,,social,follow up,True
  Derrick Smith  ,derrick89@yahoo.com,,F,658.384.2524x1056, Jennifershire ,Singapore,2024-02-26,email_capture,camp_823,organic,VIP,False
  Anne McCarthy  ,annemccarthy@gmail.com,39,F,01632 960 334,New Timothyside,UK,2023-05-22,facebook_lead,camp_879,,,False
  Christian Owen  ,christian.owen@outlook.com,35,,, Hillmouth ,UK,2022-11-17,email_capture,camp_225,,VIP,True
  Ranveer Chad  ,ranveer95@yahoo.com,31,F,+912600014407, Siliguri ,India,2022-05-19,webinar_signup,camp_204,organic,do not contact,False
  Jodie McCarthy  ,,47,F,,Clareburgh,UK,2024-01-17,facebook_lead,camp_391,cpc,,False
  Ekalinga Mody  ,ekalinga.mody@hotmail.com,63,F,3049134103, Pondicherry ,India,2024-06-14,facebook_lead,camp_336,cpc,VIP,True
,max.s@yahoo.com,,F,+910998656422,Hyderabad,India,2022-10-22,partner_import,camp_278,,do not contact,True
  Tina Finley  ,tina_finley@hotmail.com,55,M,474.451.8705, Anneport ,Canada,2023-09-08,google_form,,social,do not contact,True
  Forum Dora  ,,33,F,+918235309766, Bhilwara ,India,2024-07-20,email_capture,,cpc,,True
  Amy Wilson  ,amy.wilson@outlook.com,34,F,685-352-4578x715, Ronaldtown ,USA,2022-04-11,google_form,,email,,False
  Nandini Dass  ,TAmmy_RIvERa@hoTMAil.Com,22,F,8056820175, Delhi ,India,2023-03-26,email_capture,,organic,follow up,False
  Saumya Rege  ,saumyarege@hotmail.com,20,M,01869572404,Aizawl,India,2024-05-31,email_capture,camp_142,,,False
  Ellie Cole  ,ellie_cole@yahoo.com,25,M,(0121) 4960991, West Terence ,UK,2023-05-17,google_form,camp_855,social,do not contact,True
  Zoran Bachmann  ,zoran_bachmann@gmail.com,54,M,+49(0)8860084840, Eisenhüttenstadt ,Germany,2022-09-25,webinar_signup,,email,,False
  Vritti Kurian  ,vritti_kurian@outlook.com,35,M,+912531379561,Faridabad,India,2024-07-12,partner_import,,,,True
  Watika Suri  ,watika.suri@hotmail.com,26,F,03217503619, Ranchi ,India,2024-06-18,partner_import,,social,VIP,False
  Tami Martinez  ,tami45@hotmail.com,48,F,971.818.4254, Port Teresaburgh ,USA,2024-07-11,facebook_lead,camp_345,email,,True
  Courtney Crawford  ,courtney15@yahoo.com,54,M,250.279.2524x19138, East Brandonstad ,Singapore,2023-06-03,partner_import,,social,follow up,True
  Raymond Pugh  ,raymondpugh@hotmail.com,23,M,732.530.3589x29880, West Erik ,USA,2023-11-26,email_capture,,,,False
  Shane Rogers  ,shane_rogers@outlook.com,34,M,+44(0)116 4960528,Fletcherberg,UK,2024-06-29,google_form,,,,True
  Albert Wagner  ,albert.w@hotmail.com,32,F,(02)99770088, Smithhaven ,Australia,2024-02-04,partner_import,,email,,False
  Manan Nath  ,manan.n@gmail.com,,M,9919387337, Jhansi ,India,2022-01-26,partner_import,camp_177,social,,False
  Erin Reid  ,erin9@hotmail.com,18,F,+1-832-989-6340x646,Morrisport,USA,2023-04-04,google_form,camp_190,organic,,False
  Aaron King  ,aaron25@yahoo.com,37,M,+1-443-999-1062,Port Teresa,USA,2023-04-25,email_capture,,,,False
  Tiffany Good  ,tiffany.g@yahoo.com,28,F,(326)469-3351x3426, South Douglas ,USA,2024-08-25,google_form,camp_770,organic,do not contact,False
  Chanchal Gour  ,chanchal.gour@yahoo.com,56,F,04474890476, Raiganj ,India,2024-04-06,partner_import,,organic,,True
  Beverley Cooper  ,beverley_cooper@hotmail.com,18,F,, South Gerard ,UK,2023-01-25,partner_import,camp_501,,,True
,joshuamurphy@hotmail.com,33,M,+1-918-448-1973x7418,Port Reneemouth,USA,2024-06-14,facebook_lead,camp_737,,,True
  Bradley Birch  ,bradley.birch@outlook.com,26,F,, Johnfort ,UK,2023-08-22,email_capture,camp_140,,,False
  Nancy Herring  ,nancy.herring@gmail.com,49,F,6645176927,North Whitneystad,USA,2022-02-05,facebook_lead,camp_233,,follow up,False
  John Horn  ,john.h@yahoo.com,20,F,,Lake Lindabury,USA,2024-03-01,facebook_lead,camp_740,organic,,False
  Patrick Hernandez  ,patrickhernandez@email.com,38,M,3867353654, New Emilyton ,Singapore,2024-06-24,email_capture,,organic,follow up,True
  Ekkehard Dietz  ,ekkehard.dietz@email.com,,F,02339 84546, Kleve ,Germany,2024-10-22,facebook_lead,,organic,,True
  Brenda Walker  ,brenda44@email.com,32,,(341)378-9969x86091, Port Johnshire ,USA,2024-09-04,email_capture,camp_110,cpc,follow up,False
  Ojasvi Dave  ,ojasvi.dave@gmail.com,30,F,+915107651917, Proddatur ,India,2023-01-24,google_form,,email,VIP,True
  Jennifer Nichols  ,jennifer32@hotmail.com,19,M,(02)-8621-1823, New Lisa ,Australia,2024-07-10,email_capture,camp_301,,follow up,False
  Emily Mckee  ,emilymckee@hotmail.com,18,M,(460)257-7980x66039,Coreychester,USA,2022-08-17,webinar_signup,camp_284,organic,VIP,False
  Barry Chapman  ,barrychapman@email.com,22,M,01414960887,Richardsonchester,UK,2022-03-14,email_capture,camp_292,organic,,True
  Ishanvi Chakraborty  ,ishanvi98@email.com,,F,, Vadodara ,India,2022-09-11,webinar_signup,camp_242,social,VIP,True
  Carolyn Gray  ,carolyn.g@email.com,62,F,(0161)4960219, Port Geraldport ,UK,2023-12-30,google_form,camp_519,email,follow up,True
  Ethan Pandya  ,ethanpandya@email.com,,Other,0558115744, Ambarnath ,India,2023-12-26,partner_import,camp_770,email,,False
  Yuvraj Dada  ,yuvraj.dada@hotmail.com,51,F,00770040930, Imphal ,India,2022-02-22,google_form,camp_860,organic,,True
  Laurie Daniel  ,lauriedaniel@outlook.com,36,F,555-753-4705x742,Mullinsburgh,USA,2022-04-06,email_capture,camp_290,,,False
,ryanrobertson@outlook.com,27,M,(0191)4960427,Parryville,UK,2022-08-28,partner_import,,organic,,True
  Marion Clark  ,marion_clark@outlook.com,28,F,, Port Chloeside ,UK,2024-06-13,facebook_lead,,email,,True
  Devika Dalal  ,devika43@outlook.com,55,M,4039822180, Giridih ,India,2023-09-09,webinar_signup,,cpc,,True
  Lavanya Ramesh  ,lavanya.ramesh@hotmail.com,18,M,+910385886407,Saharanpur,India,2024-02-27,google_form,camp_423,cpc,,True
  Megan Gates  ,megangates@hotmail.com,39,M,, Melissafort ,USA,2024-03-17,facebook_lead,camp_165,email,follow up,False
  Charlie Scott  ,charlie.scott@gmail.com,40,F,01154960340, Smithland ,UK,2023-03-29,partner_import,camp_598,,follow up,True
  Jodi Sanchez  ,jodi_sanchez@hotmail.com,39,M,, Cynthiatown ,Canada,2024-04-02,google_form,camp_307,email,,True
  Manya Nagy  ,manya.n@hotmail.com,29,F,+919516469333, Erode ,India,2024-05-04,google_form,camp_246,organic,,True
  Kevin Iyengar  ,kevin73@gmail.com,46,F,+913974408806, Kalyan-Dombivli ,India,2024-10-25,webinar_signup,,email,,False
  Yashasvi Subramanian  ,yashasvi69@email.com,51,M,+919201991843,Tiruchirappalli,India,2022-07-30,webinar_signup,camp_535,organic,do not contact,False
  Michael Shaffer  ,michael.shaffer@gmail.com,30,F,(422)850-1394x884, East Clarencefurt ,USA,2022-07-27,webinar_signup,,organic,,True
  Ryan Dhillon  ,ryan_dhillon@outlook.com,39,M,06115848580, Ujjain ,India,2022-08-10,partner_import,,email,,True
  Melissa Thomas  ,melissa_thomas@hotmail.com,27,M,285-562-6149x91537, Lake Victoria ,USA,2023-09-25,webinar_signup,camp_375,email,,False
,mohinikhosla@email.com,31,Other,+911196047220,Kamarhati,India,2022-07-03,partner_import,camp_293,organic,,False
  Upma Amble  ,upma.a@gmail.com,42,F,, Raiganj ,India,2024-07-06,partner_import,camp_144,,,True
  Devansh Mann  ,devansh45@outlook.com,18,F,01995394676,Mira-Bhayandar,India,2022-10-21,partner_import,camp_195,,,True
  Nikita Gole  ,nikitagole@hotmail.com,35,M,+915960530261,Pune,India,2024-08-06,webinar_signup,,social,,True
  Anthony Walker  ,anthonywalker@yahoo.com,18,M,001-933-937-3204x309, Hawkinsshire ,USA,2024-03-14,webinar_signup,camp_289,,,False
  Kai Prakash  ,kai.prakash@email.com,0,F,08703686050,Patiala,India,2023-09-29,partner_import,camp_995,organic,,True
  James Lopez  ,james.l@outlook.com,41,F,,West Michelle,USA,2023-12-25,webinar_signup,,email,,True
  Benjamin Randhawa  ,,54,F,03605028164, Bongaigaon ,India,2024-01-08,google_form,,organic,VIP,False
  Jai Apte  ,,36,M,,Lucknow,India,2022-01-14,facebook_lead,camp_373,cpc,,True
  Adweta Nori  ,,,F,, Katni ,India,2024-06-17,google_form,camp_933,organic,,True
  Stephanie Smith  ,stephanie63@yahoo.com,34,M,+1 (541) 383-6702,North Samanthahaven,Canada,2022-08-04,webinar_signup,camp_943,organic,,False
  Benjamin Bawa  ,benjamin_bawa@email.com,44,M,8602757454, Gudivada ,India,2024-06-18,google_form,,cpc,,False
  Laksh Bassi  ,laksh_bassi@outlook.com,25,M,04894453811,Kishanganj,India,2024-07-03,webinar_signup,camp_187,social,,True
  Jai Ramachandran  ,jairamachandran@yahoo.com,,M,05834456622, Jalgaon ,India,2024-05-04,webinar_signup,,email,,True
  Jatin Tak  ,jatin34@hotmail.com,28,M,7056603616, Tirupati ,India,2022-01-10,email_capture,,,,True
  Valerie Wright  ,valerie.wright@gmail.com,,M,+1-592-718-7851, South Joseph ,USA,2024-03-23,partner_import,,social,,False
  Robert Huang  ,roberthuang@outlook.com,45,M,, Josemouth ,Canada,2023-03-30,google_form,,organic,follow up,True
  Jennifer Taylor  ,jennifer_taylor@gmail.com,24,M,+44115 496 0339, Carolynchester ,UK,2023-07-27,webinar_signup,camp_838,cpc,,True
  Pallavi Balasubramanian  ,pallavi68@hotmail.com,39,F,00472660235, Ambarnath ,India,2024-01-19,email_capture,camp_205,social,follow up,False
  Yamini Patla  ,yamini_patla@gmail.com,23,M,+911530173167, Satna ,India,2023-05-19,google_form,,email,,False
  Roger Richards  ,,49,F,+443069990330,Staceyview,UK,2023-04-28,email_capture,,,,False
  Pallavi Bhagat  ,pallavi_bhagat@yahoo.com,38,F,08790522441,Sambalpur,India,2022-09-27,facebook_lead,,cpc,,True
  Jodie Powell  ,jodie.powell@email.com,,F,+44(0)121 4960449,Katherineville,UK,2023-05-17,google_form,camp_592,cpc,VIP,True
  Eta Mohanty  ,eta_mohanty@hotmail.com,30,F,09406453157, Imphal ,India,2022-02-06,email_capture,,cpc,follow up,False
  Triveni Dasgupta  ,triveni55@yahoo.com,35,F,1898664693,Bathinda,India,2024-03-21,email_capture,camp_325,,do not contact,False
  Mary Stevens  ,mary.s@yahoo.com,43,,979.461.2087x805, Lake Michaelview ,USA,2022-03-27,webinar_signup,camp_598,cpc,,True
  Ashley Valentine  ,,34,F,001-509-876-2637x4845,Port Amber,USA,2023-02-04,email_capture,camp_719,social,,False
  Barry Hunt  ,barry_hunt@email.com,47,M,+44(0)306 999 0604, Lake Wayne ,UK,2022-03-23,webinar_signup,camp_836,organic,VIP,False
  Lipika Dasgupta  ,lipika80@email.com,45,M,3359748768, Dindigul ,India,2022-12-18,partner_import,camp_671,social,,True
  Frederick Lane  ,fredericklane@yahoo.com,46,F,+44(0)121 4960367,New Julia,UK,2024-07-17,email_capture,camp_102,organic,,True
  Veronika Lachmann  ,veronika.l@yahoo.com,35,M,09334 101666, Bautzen ,Germany,2024-09-29,facebook_lead,camp_187,,follow up,True
  Erin Edwards  ,erin59@outlook.com,36,M,,East Tina,USA,2022-04-17,partner_import,,social,VIP,True
  Kim Mayo  ,kim53@email.com,39,M,(807)815-1169, Hortonberg ,USA,2023-05-11,partner_import,,,follow up,True
  Melanie White  ,melanie32@hotmail.com,34,F,352-764-7124x6335, Waltonhaven ,USA,2024-10-06,partner_import,camp_356,organic,,False
  Fadime Anders  ,fadime_anders@yahoo.com,,,,Gräfenhainichen,Germany,2022-10-24,facebook_lead,camp_681,cpc,,False
  Upadhriti Bawa  ,MAUREENHALL@GMAIL.COM,29,F,+913771843019, Ujjain ,India,2023-04-30,facebook_lead,,,,True
  Atharv Parsa  ,atharv.parsa@email.com,32,M,07333297323,Ramagundam,India,2023-02-14,facebook_lead,,email,,True
  Joseph Sanders  ,joseph7@email.com,21,F,(08)79334101,Grayside,Australia,2023-03-01,facebook_lead,,organic,VIP,True
  Aashi Baral  ,aashi.b@email.com,51,F,+918253267699, Rampur ,India,2022-04-18,google_form,camp_456,email,,False
  Noah Sarna  ,noah.s@hotmail.com,40,M,03923852023, Lucknow ,India,2024-08-10,google_form,camp_254,organic,,True
  Girindra Krishnamurthy  ,NANDINI.C@EMAIL.COM,48,F,0169332844, Rajpur Sonarpur ,India,2022-01-12,email_capture,camp_158,social,follow up,True
  Chameli Talwar  ,chameli.t@email.com,34,F,1998290755, Ozhukarai ,India,2024-01-26,facebook_lead,camp_160,email,,True
  Amruta Oommen  ,,27,F,+916075699913, Amravati ,India,2024-02-10,email_capture,,organic,VIP,False
  Ayushman Aggarwal  ,,28,F,6433226227, Bhind ,India,2024-06-20,google_form,camp_119,social,do not contact,True
  Unni Kamdar  ,unni_kamdar@yahoo.com,35,M,+911680664707, Dhule ,India,2024-10-07,partner_import,,,,True
  Janaki Ben  ,janaki80@hotmail.com,37,M,+916059529842, Guwahati ,India,2022-08-25,google_form,camp_306,cpc,do not contact,True
  Baljiwan Solanki  ,baljiwan.s@gmail.com,37,F,4027406758,Haldia,India,2022-11-29,facebook_lead,,email,follow up,False
,jonathansuarez@email.com,46,F,2807512080, Torresshire ,USA,2022-06-02,webinar_signup,camp_391,,,False
  Anna Villarreal  ,anna.villarreal@gmail.com,53,F,(439)772-8351, South Jasmine ,USA,2024-04-19,email_capture,camp_364,cpc,do not contact,True
